split,cell_id,group,comparator,raw_E,Q1_bins,Q5_bins,Q1_event_rate,Q5_event_rate,raw_M_difference,raw_U_difference,raw_C_difference
development,68#11,PC_OFF,LN,0.007036598543999217,588,588,0.3078231292517007,0.04591836734693878,2.8776631955680916,2.4788976265402214,4.966266235402086
development,68#11,PC_OFF,CNN,0.06444415425191656,588,588,0.3078231292517007,0.04591836734693878,2.8776631955680916,2.4788976265402214,4.966266235402086
development,69#3,PC_OFF,LN,0.0018290806343539156,588,588,0.43197278911564624,0.20068027210884354,3.042340403598029,2.5823555858882,4.988108851658591
development,69#3,PC_OFF,CNN,0.02404365359855364,588,588,0.43197278911564624,0.20068027210884354,3.042340403598029,2.5823555858882,4.988108851658591
development,69#4,MC_ON,LN,-0.03309941065037337,504,504,0.0992063492063492,0.2837301587301587,3.0100461391495283,2.543000418409221,4.730484011445416
development,69#4,MC_ON,CNN,-0.14831768360705758,504,504,0.0992063492063492,0.2837301587301587,3.0100461391495283,2.543000418409221,4.730484011445416
development,69#6,MC_OFF,LN,0.0006080288096281953,588,588,0.27380952380952384,0.18877551020408162,2.9780483076146296,2.5345411894018324,4.712307869177544
development,69#6,MC_OFF,CNN,-0.07549375477588742,588,588,0.27380952380952384,0.18877551020408162,2.9780483076146296,2.5345411894018324,4.712307869177544
development,69#7,MC_ON,LN,0.019362328137571067,588,588,0.1326530612244898,0.2568027210884354,2.916324195339055,2.4470444986435766,4.698277224176833
development,69#7,MC_ON,CNN,0.00575474681606912,588,588,0.1326530612244898,0.2568027210884354,2.916324195339055,2.4470444986435766,4.698277224176833
development,69#21,PC_OFF,LN,-0.0005373657722669736,504,504,0.3253968253968254,0.1626984126984127,3.0663468035574106,2.380466867858472,4.447230868821083
development,69#21,PC_OFF,CNN,-0.05689298682026868,504,504,0.3253968253968254,0.1626984126984127,3.0663468035574106,2.380466867858472,4.447230868821083
development,70#1,PC_ON,LN,-0.0008861701359489035,504,504,0.19444444444444445,0.2837301587301587,2.661396494936309,2.289542557918356,4.641130027154023
development,70#1,PC_ON,CNN,-0.02261025681578589,504,504,0.19444444444444445,0.2837301587301587,2.661396494936309,2.289542557918356,4.641130027154023
development,70#7,PC_ON,LN,-0.0013861305245084637,588,588,0.1292517006802721,0.3826530612244898,3.0825468024177964,2.5902973133082026,5.077297886836321
development,70#7,PC_ON,CNN,0.036937772513196014,588,588,0.1292517006802721,0.3826530612244898,3.0825468024177964,2.5902973133082026,5.077297886836321
development,70#15,PC_ON,LN,0.005548441352249088,504,504,0.10714285714285714,0.27976190476190477,2.948915567868902,2.6213242466775615,4.6772390225866864
development,70#15,PC_ON,CNN,0.012041433815131824,504,504,0.10714285714285714,0.27976190476190477,2.948915567868902,2.6213242466775615,4.6772390225866864
development,70#34,MC_ON,LN,-0.053533178222823385,588,588,0.12074829931972789,0.3197278911564626,2.7316705930499894,2.339798449413272,4.697169009520027
development,70#34,MC_ON,CNN,-0.07270548594849648,588,588,0.12074829931972789,0.3197278911564626,2.7316705930499894,2.339798449413272,4.697169009520027
consumed,67#4,PC_OFF,LN,0.002994239718650942,761,809,0.4007884362680683,0.15327564894932014,2.8584359502553482,2.0465848460645244,4.110432738044776
consumed,67#4,PC_OFF,CNN,-0.03609764153001671,761,809,0.4007884362680683,0.15327564894932014,2.8584359502553482,2.0465848460645244,4.110432738044776
consumed,67#6,MC_OFF,LN,-0.007215707444934959,5243,5859,0.30059126454320045,0.18535586277521762,2.7764877974265887,2.0273909491911852,3.7970473551468404
consumed,67#6,MC_OFF,CNN,-0.07719725381923137,5243,5859,0.30059126454320045,0.18535586277521762,2.7764877974265887,2.0273909491911852,3.7970473551468404
consumed,67#7,MC_ON,LN,-0.030883535797880498,5866,5299,0.08574838049778384,0.31232307982638235,2.816479988457154,2.0660819748453156,4.003939777344413
consumed,67#7,MC_ON,CNN,-0.10656560512629383,5866,5299,0.08574838049778384,0.31232307982638235,2.816479988457154,2.0660819748453156,4.003939777344413
consumed,67#14,PC_ON,LN,-0.026166002842009064,5922,5488,0.06872678149273893,0.4145408163265306,2.998198645213106,2.2078894705404277,4.213121863747725
consumed,67#14,PC_ON,CNN,-0.11349884299120312,5922,5488,0.06872678149273893,0.4145408163265306,2.998198645213106,2.2078894705404277,4.213121863747725
consumed,67#21,PC_ON,LN,-0.0060126993314346105,6076,6048,0.04098090849242923,0.22470238095238096,2.812409402995731,2.0397853366736634,3.938725737752167
consumed,67#21,PC_ON,CNN,-0.06307091907518438,6076,6048,0.04098090849242923,0.22470238095238096,2.812409402995731,2.0397853366736634,3.938725737752167
consumed,67#26,PC_ON,LN,-0.008638622916562932,6356,5460,0.1370358716173694,0.42545787545787545,2.9190895603265123,2.155381413342067,4.138587868732028
consumed,67#26,PC_ON,CNN,-0.045454243261283916,6356,5460,0.1370358716173694,0.42545787545787545,2.9190895603265123,2.155381413342067,4.138587868732028
consumed,67#33,MC_OFF,LN,0.009474003477320268,6139,6111,0.3161752728457404,0.13402061855670103,2.800677213796427,2.057493914929627,3.6459610784056484
consumed,67#33,MC_OFF,CNN,-0.05096839307546396,6139,6111,0.3161752728457404,0.13402061855670103,2.800677213796427,2.057493914929627,3.6459610784056484
consumed,67#34,PC_ON,LN,-0.018877545290570646,5964,5628,0.07478202548625083,0.3745557924662402,2.8984538877035018,2.097800429238813,4.108270882802217
consumed,67#34,PC_ON,CNN,-0.055671544944305235,5964,5628,0.07478202548625083,0.3745557924662402,2.8984538877035018,2.097800429238813,4.108270882802217
consumed,68#3,MC_OFF,LN,-0.01669290862301384,6258,6608,0.4170661553211889,0.23955811138014527,2.5114857973718205,1.81780642554242,3.4295424729915536
consumed,68#3,MC_OFF,CNN,-0.10541599911407751,6258,6608,0.4170661553211889,0.23955811138014527,2.5114857973718205,1.81780642554242,3.4295424729915536
consumed,68#4,PC_ON,LN,-0.0006989376895148304,5046,5520,0.28894173602853745,0.11992753623188405,2.8906414996390994,2.0686288809122777,3.9359441882319106
consumed,68#4,PC_ON,CNN,-0.016620313182611767,5046,5520,0.28894173602853745,0.11992753623188405,2.8906414996390994,2.0686288809122777,3.9359441882319106
consumed,68#7,PC_ON,LN,-0.027025422763668507,6188,7189,0.06528765352294764,0.35401307553206285,2.5726004885460134,1.8130455950897173,3.436563369276923
consumed,68#7,PC_ON,CNN,-0.09627479783240647,6188,7189,0.06528765352294764,0.35401307553206285,2.5726004885460134,1.8130455950897173,3.436563369276923
consumed,68#10,MC_ON,LN,-0.008871031637219699,841,1017,0.07728894173602854,0.3421828908554572,2.397134406071875,1.7527837599092573,3.037839128330112
consumed,68#10,MC_ON,CNN,-0.13135172540375228,841,1017,0.07728894173602854,0.3421828908554572,2.397134406071875,1.7527837599092573,3.037839128330112
consumed,68#11,PC_OFF,LN,0.006290835657090387,6279,6671,0.35101130753304666,0.080797481636936,2.846837190775306,2.0529545107310563,3.7638788527364437
consumed,68#11,PC_OFF,CNN,0.027963412794415617,6279,6671,0.35101130753304666,0.080797481636936,2.846837190775306,2.0529545107310563,3.7638788527364437
consumed,69#3,PC_OFF,LN,-0.0059545931903918735,5292,5383,0.46107331821617537,0.2089912688092142,3.039428336387714,2.226549622069847,4.267741833381067
consumed,69#3,PC_OFF,CNN,-0.029910775883511084,5292,5383,0.46107331821617537,0.2089912688092142,3.039428336387714,2.226549622069847,4.267741833381067
consumed,69#4,MC_ON,LN,-0.08375220761974095,5040,4602,0.08988095238095238,0.28748370273794005,2.777628062944866,2.034745760853523,4.0178173894582105
consumed,69#4,MC_ON,CNN,-0.1693327602797165,5040,4602,0.08988095238095238,0.28748370273794005,2.777628062944866,2.034745760853523,4.0178173894582105
consumed,69#6,MC_OFF,LN,0.0008410953002367392,5005,5481,0.2955044955044955,0.170589308520343,2.8306262658708152,2.0240958816059376,3.9248842997951807
consumed,69#6,MC_OFF,CNN,-0.0708008359633687,5005,5481,0.2955044955044955,0.170589308520343,2.8306262658708152,2.0240958816059376,3.9248842997951807
consumed,69#7,MC_ON,LN,0.021787284279936606,5502,5257,0.1134133042529989,0.28647517595586836,2.8618683143862658,2.0791320961098974,4.012459182101753
consumed,69#7,MC_ON,CNN,-0.03198202123372859,5502,5257,0.1134133042529989,0.28647517595586836,2.8618683143862658,2.0791320961098974,4.012459182101753
consumed,69#21,PC_OFF,LN,0.006092387849045704,4806,4158,0.3535164377861007,0.15103415103415102,3.0137724297524904,2.2147572980700385,4.471408557583919
consumed,69#21,PC_OFF,CNN,-0.02762060039331116,4806,4158,0.3535164377861007,0.15103415103415102,3.0137724297524904,2.2147572980700385,4.471408557583919
consumed,70#1,PC_ON,LN,-0.01675053985732671,6120,3672,0.14460784313725492,0.2903050108932462,3.111010038243905,2.4006031900670584,4.693445702956818
consumed,70#1,PC_ON,CNN,-0.07983006291610795,6120,3672,0.14460784313725492,0.2903050108932462,3.111010038243905,2.4006031900670584,4.693445702956818
consumed,70#7,PC_ON,LN,-0.00013493914334270288,6104,6489,0.10484927916120576,0.37925720449992295,2.8296236187990713,2.0388099022938833,3.874480201005032
consumed,70#7,PC_ON,CNN,0.04259220588366376,6104,6489,0.10484927916120576,0.37925720449992295,2.8296236187990713,2.0388099022938833,3.874480201005032
consumed,70#15,PC_ON,LN,-0.010721520686248244,5010,4548,0.07385229540918163,0.29331574318381703,3.0064048800099625,2.2105564666520303,4.12554685811912
consumed,70#15,PC_ON,CNN,-0.026207815926168807,5010,4548,0.07385229540918163,0.29331574318381703,3.0064048800099625,2.2105564666520303,4.12554685811912
consumed,70#34,MC_ON,LN,-0.03553953501265707,6174,7175,0.07078069322967283,0.28529616724738677,2.5613278331376286,1.8307995082385942,3.321396683672188
consumed,70#34,MC_ON,CNN,-0.17711453871760058,6174,7175,0.07078069322967283,0.28529616724738677,2.5613278331376286,1.8307995082385942,3.321396683672188
