split,cell_id,group,comparator,raw_E,Q1_bins,Q5_bins,Q1_event_rate,Q5_event_rate,raw_M_difference,raw_U_difference,raw_C_difference,matched_E,two_dimensional_E
development,68#10,MC_ON,CNN,-0.05416065906135923,84,84,0.16666666666666666,0.19047619047619047,0.023138623140743234,0.17086173160703677,0.5170701012047847,-0.06532586682174991,-0.10933837956692494
development,68#11,PC_OFF,LN,-0.023868692911265747,588,588,0.20748299319727892,0.14795918367346939,0.778165836283098,0.5466019805333215,1.3518742921759048,-0.023240714680723095,-0.040089070640524416
development,68#11,PC_OFF,CNN,0.0865516169928983,588,588,0.20748299319727892,0.14795918367346939,0.778165836283098,0.5466019805333215,1.3518742921759048,0.0770897985745197,0.035915258790935524
development,69#3,PC_OFF,LN,-0.015020870935776707,588,588,0.3129251700680272,0.30952380952380953,0.5855087986963315,0.3658344220157125,0.8238188666827704,-0.013573892998756722,-0.013274894781734855
development,69#3,PC_OFF,CNN,-0.012911323566404048,588,588,0.3129251700680272,0.30952380952380953,0.5855087986963315,0.3658344220157125,0.8238188666827704,-0.010100486071036847,-0.015259532868313875
development,69#4,MC_ON,LN,-0.11609740965576898,504,504,0.27380952380952384,0.2003968253968254,0.6601073899169715,0.5058745924954177,0.9793275015246244,-0.10568285994949483,-0.0917755403393051
development,69#4,MC_ON,CNN,-0.0734666313579295,504,504,0.27380952380952384,0.2003968253968254,0.6601073899169715,0.5058745924954177,0.9793275015246244,-0.07725727168229342,-0.033490284188556915
development,69#6,MC_OFF,LN,-0.009576571107287893,588,588,0.21768707482993196,0.2193877551020408,0.8190191362367869,0.6106665865281584,0.7287416249475678,-0.007930967574247778,-0.017728214908929396
development,69#6,MC_OFF,CNN,-0.031325358584184435,588,588,0.21768707482993196,0.2193877551020408,0.8190191362367869,0.6106665865281584,0.7287416249475678,-0.041949272135996786,0.011782089954497595
development,69#7,MC_ON,LN,0.03838781195132047,588,588,0.27380952380952384,0.20748299319727892,0.6787049726039048,0.45286709018420435,0.7175286442209377,0.02700371018558321,0.02264682468072548
development,69#7,MC_ON,CNN,0.0500387208304633,588,588,0.27380952380952384,0.20748299319727892,0.6787049726039048,0.45286709018420435,0.7175286442209377,0.03141838765800857,0.03539027724661034
development,69#21,PC_OFF,LN,-0.012244916538393154,504,504,0.2718253968253968,0.1865079365079365,0.8973600209983055,0.49524465779194593,0.8272056524043104,-0.012294807062021124,-0.022128443931020418
development,69#21,PC_OFF,CNN,0.00564432435049848,504,504,0.2718253968253968,0.1865079365079365,0.8973600209983055,0.49524465779194593,0.8272056524043104,-0.00034008497000329366,-0.009438871363209846
development,70#1,PC_ON,LN,-0.03265607675871455,504,504,0.22023809523809523,0.15476190476190477,0.4146986848886409,0.22186360288833384,0.9326837137727819,-0.028427384499688575,-0.01791333654491749
development,70#1,PC_ON,CNN,0.019024547293070425,504,504,0.22023809523809523,0.15476190476190477,0.4146986848886409,0.22186360288833384,0.9326837137727819,0.015464363184777239,0.026886321287774777
development,70#7,PC_ON,LN,-0.022387356449998296,588,588,0.20238095238095238,0.25510204081632654,0.4667126250786834,0.2697112776522915,0.9272590991329503,-0.02515089390639495,-0.031461124929049455
development,70#7,PC_ON,CNN,-0.01757523980317475,588,588,0.20238095238095238,0.25510204081632654,0.4667126250786834,0.2697112776522915,0.9272590991329503,-0.02713039168164925,-0.03483136643436072
development,70#15,PC_ON,LN,-0.0005692239940607866,504,504,0.0992063492063492,0.17857142857142858,0.8503487752400577,0.6358862794208799,0.7611387980210739,-0.0007638479829855651,-0.0070528581277316295
development,70#15,PC_ON,CNN,0.0051093188902977225,504,504,0.0992063492063492,0.17857142857142858,0.8503487752400577,0.6358862794208799,0.7611387980210739,0.0022739333939986806,-0.016594283746483682
development,70#34,MC_ON,LN,-0.060856915396344205,588,588,0.20748299319727892,0.23299319727891157,0.8555061687421541,0.632224291740681,1.1148997383921575,-0.042035798371752135,-0.03535069103463425
development,70#34,MC_ON,CNN,-0.1086844827345646,588,588,0.20748299319727892,0.23299319727891157,0.8555061687421541,0.632224291740681,1.1148997383921575,-0.09584384407592555,-0.1424511532737444
consumed,67#4,PC_OFF,LN,-0.038182951802464817,916,613,0.31768558951965065,0.19575856443719414,1.9054743283451616,1.6459973083385369,1.9238392436662257,-0.0672231228002539,-0.061687373717470156
consumed,67#4,PC_OFF,CNN,-0.06599539036604642,916,613,0.31768558951965065,0.19575856443719414,1.9054743283451616,1.6459973083385369,1.9238392436662257,-0.100543861085377,-0.0761955621668385
consumed,67#6,MC_OFF,LN,-0.02541599893843293,5964,6895,0.22853789403085178,0.23872371283538796,1.6300354713668768,1.4029773590039465,1.5166515091502955,-0.03210817925177617,-0.029481795062729285
consumed,67#6,MC_OFF,CNN,-0.12250898882787026,5964,6895,0.22853789403085178,0.23872371283538796,1.6300354713668768,1.4029773590039465,1.5166515091502955,-0.10950720854933604,-0.08410089278701628
consumed,67#7,MC_ON,LN,-0.019838036766583113,6615,6251,0.1873015873015873,0.2266837306031035,1.7095733263338795,1.4900171704830032,1.5975866321604364,-0.04833788718511196,-0.03364903618103426
consumed,67#7,MC_ON,CNN,-0.08692694386533689,6615,6251,0.1873015873015873,0.2266837306031035,1.7095733263338795,1.4900171704830032,1.5975866321604364,-0.11521807996814376,-0.10510914994428162
consumed,67#14,PC_ON,LN,-0.018690731982392336,7231,6734,0.13884663255428017,0.2886842886842887,1.7081663199173744,1.4481952409756431,1.6599960535189755,-0.029805105738065326,-0.026178291561166973
consumed,67#14,PC_ON,CNN,-0.08438400679630793,7231,6734,0.13884663255428017,0.2886842886842887,1.7081663199173744,1.4481952409756431,1.6599960535189755,-0.0898505939020079,-0.0755085644789213
consumed,67#21,PC_ON,LN,-0.009939535829388568,7084,7140,0.054912478825522304,0.18053221288515406,1.7084622762598964,1.4523301414406182,1.6261402295274014,-0.009588176230612873,-0.011277296562953154
consumed,67#21,PC_ON,CNN,-0.05146374112703058,7084,7140,0.054912478825522304,0.18053221288515406,1.7084622762598964,1.4523301414406182,1.6261402295274014,-0.050368681431084444,-0.03457771618073388
consumed,67#26,PC_ON,LN,-0.018831938550286965,7420,6223,0.1898921832884097,0.33456532219186885,1.697894355768017,1.4645299331664634,1.6656827169817496,-0.02181957659401805,-0.02260918359969352
consumed,67#26,PC_ON,CNN,-0.04088674224777987,7420,6223,0.1898921832884097,0.33456532219186885,1.697894355768017,1.4645299331664634,1.6656827169817496,-0.03954568436785902,-0.04287371846803934
consumed,67#33,MC_OFF,LN,-0.03321675263907564,6776,6426,0.21723730814639905,0.2267351384998444,1.8812020490924826,1.6251307434907896,1.631601258437847,-0.04031639670300688,-0.054665953109485375
consumed,67#33,MC_OFF,CNN,-0.14689148689965842,6776,6426,0.21723730814639905,0.2267351384998444,1.8812020490924826,1.6251307434907896,1.631601258437847,-0.143840756678218,-0.14270557638272907
consumed,67#34,PC_ON,LN,-0.02810971617777781,4914,5992,0.12861212861212862,0.2568424566088118,1.6876944937224663,1.4658103272716754,1.7167527123780928,-0.018663406565099083,-0.004235829748448234
consumed,67#34,PC_ON,CNN,-0.030704255855404712,4914,5992,0.12861212861212862,0.2568424566088118,1.6876944937224663,1.4658103272716754,1.7167527123780928,-0.03198884044589542,-0.018808922865247085
consumed,68#3,MC_OFF,LN,-0.030707426988466922,5642,7861,0.30060262318326836,0.32044269176949497,1.6868073791876523,1.4929192614429994,1.494076221393423,-0.03246882507478113,-0.03616875605592437
consumed,68#3,MC_OFF,CNN,-0.11103129033361982,5642,7861,0.30060262318326836,0.32044269176949497,1.6868073791876523,1.4929192614429994,1.494076221393423,-0.10560556735864715,-0.07569000583975552
consumed,68#4,PC_ON,LN,-0.012629735154290974,6354,5790,0.20569719861504565,0.18048359240069084,1.7779479411632126,1.5034194030555312,1.7576593599432309,-0.014279740598912773,-0.017124189658756752
consumed,68#4,PC_ON,CNN,-0.028057714265407305,6354,5790,0.20569719861504565,0.18048359240069084,1.7779479411632126,1.5034194030555312,1.7576593599432309,-0.035594430000252225,-0.03446656791836738
consumed,68#7,PC_ON,LN,-0.03754029274812086,5159,7539,0.12250436131033146,0.27828624486006104,1.6934725398654054,1.4985636819619423,1.560239585401237,-0.03133308662231336,-0.01733044382795175
consumed,68#7,PC_ON,CNN,-0.09075117981271935,5159,7539,0.12250436131033146,0.27828624486006104,1.6934725398654054,1.4985636819619423,1.560239585401237,-0.07913117803756957,-0.04742973277534867
consumed,68#10,MC_ON,LN,-0.03319759946055743,768,1444,0.15755208333333334,0.21675900277008311,1.3219810248969426,1.1838927256495297,1.1997021225306077,-0.031041896704223224,-0.031977307848052444
consumed,68#10,MC_ON,CNN,-0.06500576419844252,768,1444,0.15755208333333334,0.21675900277008311,1.3219810248969426,1.1838927256495297,1.1997021225306077,-0.06948087006852333,-0.0368223538926848
consumed,68#11,PC_OFF,LN,-0.01138833318227225,8022,7343,0.23173772126651707,0.1600163420945118,1.768371188775286,1.487788914861596,1.658850272866212,-0.01000064854580674,-0.01985028315280884
consumed,68#11,PC_OFF,CNN,-0.022912320723518745,8022,7343,0.23173772126651707,0.1600163420945118,1.768371188775286,1.487788914861596,1.658850272866212,-0.03925644829838605,-0.06333353310678719
consumed,69#3,PC_OFF,LN,-0.01667686484959075,6643,6370,0.3405088062622309,0.3047095761381476,1.7053475198853207,1.458018477142364,1.718252155998122,-0.019029618969571588,-0.020669000558877625
consumed,69#3,PC_OFF,CNN,-0.05309572907370499,6643,6370,0.3405088062622309,0.3047095761381476,1.7053475198853207,1.458018477142364,1.718252155998122,-0.0634524234906931,-0.06265262760006714
consumed,69#4,MC_ON,LN,-0.057896814731269196,5580,5268,0.196415770609319,0.20975702353834472,1.7455858505449497,1.5212932321163033,1.64325538918173,-0.06267225410669951,-0.03810553027515782
consumed,69#4,MC_ON,CNN,-0.108086315130956,5580,5268,0.196415770609319,0.20975702353834472,1.7455858505449497,1.5212932321163033,1.64325538918173,-0.10901506938659511,-0.08597854643450914
consumed,69#6,MC_OFF,LN,-0.0450063049903383,5327,5670,0.21475502158813592,0.25326278659611995,1.6962409966533638,1.501090179790027,1.702542559726016,-0.05824603379045308,-0.06430005962937543
consumed,69#6,MC_OFF,CNN,-0.11947021303240189,5327,5670,0.21475502158813592,0.25326278659611995,1.6962409966533638,1.501090179790027,1.702542559726016,-0.1062759335807584,-0.09325194834531902
consumed,69#7,MC_ON,LN,0.01965369827697779,6153,5621,0.19778969608321145,0.21117238925458104,1.7057062037769313,1.4934071486025833,1.638950460924666,-0.006832422572395166,-0.012099855663096553
consumed,69#7,MC_ON,CNN,0.008990201620097865,6153,5621,0.19778969608321145,0.21117238925458104,1.7057062037769313,1.4934071486025833,1.638950460924666,-0.02379983277605341,-0.02796191465758603
consumed,69#21,PC_OFF,LN,-0.0196777139898824,7392,4188,0.2766504329004329,0.22110792741165233,1.6925989599728115,1.3976719483539939,1.8487128490022575,-0.023140121379833633,-0.03464280495273491
consumed,69#21,PC_OFF,CNN,-0.039204638655383234,7392,4188,0.2766504329004329,0.22110792741165233,1.6925989599728115,1.3976719483539939,1.8487128490022575,-0.04880977273035159,-0.0571304031643403
consumed,70#1,PC_ON,LN,-0.027973192171504617,8256,4470,0.18313953488372092,0.20313199105145413,1.7784043327817387,1.4718687417276783,1.83699317726217,-0.02822522899223378,-0.015934684359494033
consumed,70#1,PC_ON,CNN,-0.047390017566471966,8256,4470,0.18313953488372092,0.20313199105145413,1.7784043327817387,1.4718687417276783,1.83699317726217,-0.046481082490454545,-0.027640350675152622
consumed,70#7,PC_ON,LN,-0.015220156014035877,7630,6916,0.1724770642201835,0.30537883169462116,1.7257829046722917,1.4705639848652616,1.6839436307416005,-0.019247797091552592,-0.014718120806898006
consumed,70#7,PC_ON,CNN,-0.014410870619674769,7630,6916,0.1724770642201835,0.30537883169462116,1.7257829046722917,1.4705639848652616,1.6839436307416005,-0.027776711300644026,-0.044567121756435416
consumed,70#15,PC_ON,LN,-0.014023495045770332,4248,5718,0.1038135593220339,0.21948233648128718,1.6620632889715683,1.4274993028694478,1.6115352878543605,-0.02105335446607515,-0.015770115493507895
consumed,70#15,PC_ON,CNN,-0.0216994606766216,4248,5718,0.1038135593220339,0.21948233648128718,1.6620632889715683,1.4274993028694478,1.6115352878543605,-0.030039647407909376,-0.024374538326309276
consumed,70#34,MC_ON,LN,-0.03438078617708259,5180,7315,0.127992277992278,0.197676008202324,1.7039032293961487,1.5083472412629362,1.5603133174623072,-0.04041723074093468,-0.033504444133555425
consumed,70#34,MC_ON,CNN,-0.1554078562395303,5180,7315,0.127992277992278,0.197676008202324,1.7039032293961487,1.5083472412629362,1.5603133174623072,-0.11950307423667017,-0.10251334387934666
