cell_id,group,mode,channel,family,name,control,kind,mean_on,peak_signed,peak_absolute,peak_latency_from_onset_ms,integral_response_seconds,onset_50ms_mean,offset_50ms_mean
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement,False,diagnostic_minus_original,-5.102157501823967e-06,-1.239776611328125e-05,1.239776611328125e-05,113.33331298828125,-1.302957534790039e-06,-1.519918441772461e-06,-1.1116266250610352e-05
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement,False,previous_diagnostic_minus_original,-6.318092346191406e-06,-1.5497207641601562e-05,1.5497207641601562e-05,113.33331298828125,-1.632372538248698e-06,-2.1010637283325195e-06,-1.376122236251831e-05
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,1.2159347306806012e-06,3.0994415283203125e-06,3.0994415283203125e-06,113.33331298828125,3.294150034586589e-07,5.811452865600586e-07,2.644956111907959e-06
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement,False,diagnostic_minus_original,-1.0112921700056177e-06,-2.473592758178711e-06,2.473592758178711e-06,113.33331298828125,-2.586841583251953e-07,-3.0547380447387695e-07,-2.201646566390991e-06
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement,False,previous_diagnostic_minus_original,-1.2417634707162506e-06,-3.069639205932617e-06,3.069639205932617e-06,113.33331298828125,-3.1868616739908854e-07,-4.0605664253234863e-07,-2.689659595489502e-06
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,2.3047128649977822e-07,5.960464477539062e-07,5.960464477539062e-07,113.33331298828125,6.000200907389324e-08,1.0058283805847168e-07,4.880130290985107e-07
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement,False,diagnostic_minus_original,-1.4066696394365863e-06,-3.337860107421875e-06,3.337860107421875e-06,113.33331298828125,-3.3020973205566406e-07,-4.470348358154297e-07,-2.868473529815674e-06
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement,False,previous_diagnostic_minus_original,-1.7086664456655853e-06,-3.933906555175781e-06,3.933906555175781e-06,113.33331298828125,-4.061063130696615e-07,-5.811452865600586e-07,-3.4421682357788086e-06
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,3.019968630724179e-07,7.152557373046875e-07,7.152557373046875e-07,86.66665649414062,7.58965810139974e-08,1.341104507446289e-07,5.736947059631348e-07
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement,False,diagnostic_minus_original,-2.47359281502213e-07,-6.109476089477539e-07,6.109476089477539e-07,126.66665649414062,-6.119410196940105e-08,-7.636845111846924e-08,-5.420297384262085e-07
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement,False,previous_diagnostic_minus_original,-3.099441414633475e-07,-7.599592208862305e-07,7.599592208862305e-07,120.0,-7.708867390950522e-08,-1.1362135410308838e-07,-6.593763828277588e-07
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,6.258487417198921e-08,1.7881393432617188e-07,1.7881393432617188e-07,146.66665649414062,1.5894571940104166e-08,3.725290298461914e-08,1.1734664440155029e-07
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-12,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-12,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-11,,shared_minus_overlapping_pair_trace,1.5894572769070692e-08,-1.1920928955078125e-07,1.1920928955078125e-07,100.0,2.7815500895182293e-09,0.0,-7.450580596923828e-09
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-11,,shared_minus_overlapping_pair_trace,0.0,5.960464477539063e-08,5.960464477539063e-08,120.0,0.0,0.0,-3.725290298461914e-09
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-10,,shared_minus_overlapping_pair_trace,5.960464477539063e-08,2.980232238769531e-07,2.980232238769531e-07,126.66665649414062,2.5828679402669272e-08,1.4901161193847656e-08,1.564621925354004e-07
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-10,,shared_minus_overlapping_pair_trace,1.390775050680304e-08,5.960464477539063e-08,5.960464477539063e-08,106.66665649414062,5.76178232828776e-09,0.0,2.9802322387695312e-08
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-09,,shared_minus_overlapping_pair_trace,1.5099843153620895e-07,8.940696716308594e-07,8.940696716308594e-07,126.66665649414062,9.179115295410156e-08,1.4901161193847656e-08,6.854534149169922e-07
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-09,,shared_minus_overlapping_pair_trace,3.973643103449831e-08,2.086162567138672e-07,2.086162567138672e-07,120.0,2.006689707438151e-08,1.1175870895385742e-08,1.5273690223693848e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-08,,shared_minus_overlapping_pair_trace,1.8676122692795616e-07,2.3245811462402344e-06,2.3245811462402344e-06,133.33331298828125,2.4358431498209637e-07,-1.862645149230957e-07,1.862645149230957e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-08,,shared_minus_overlapping_pair_trace,4.371007378267677e-08,4.76837158203125e-07,4.76837158203125e-07,120.0,4.7286351521809896e-08,-3.3527612686157227e-08,3.7997961044311523e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-07,,shared_minus_overlapping_pair_trace,-4.092852350368048e-07,4.708766937255859e-06,4.708766937255859e-06,133.33331298828125,4.442532857259115e-07,-1.0132789611816406e-06,3.3602118492126465e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-07,,shared_minus_overlapping_pair_trace,-7.351239617037209e-08,9.5367431640625e-07,9.5367431640625e-07,133.33331298828125,8.881092071533203e-08,-2.123415470123291e-07,7.078051567077637e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-06,,shared_minus_overlapping_pair_trace,-3.1193096674542176e-06,7.212162017822266e-06,7.212162017822266e-06,140.0,4.696846008300781e-07,-3.4496188163757324e-06,3.330409526824951e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-06,,shared_minus_overlapping_pair_trace,-6.079673653403006e-07,1.4603137969970703e-06,1.4603137969970703e-06,140.0,9.47713851928711e-08,-7.040798664093018e-07,7.413327693939209e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-05,,shared_minus_overlapping_pair_trace,-0.0006827553152106702,-0.0016349554061889648,0.0016349554061889648,106.66665649414062,-0.000166854461034139,-0.000278569757938385,-0.0013822168111801147
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-05,,shared_minus_overlapping_pair_trace,-0.00014609495701733977,-0.0003559291362762451,0.0003559291362762451,106.66665649414062,-3.447651863098144e-05,-5.84237277507782e-05,-0.00028429552912712097
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-04,,shared_minus_overlapping_pair_trace,-0.0019830663222819567,-0.006046414375305176,0.006046414375305176,113.33331298828125,-0.0005545516808827718,-0.0005493611097335815,-0.004612773656845093
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-04,,shared_minus_overlapping_pair_trace,-0.00043757358798757195,-0.0012996494770050049,0.0012996494770050049,113.33331298828125,-0.00011588017145792644,-0.00012513622641563416,-0.0009602829813957214
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-03,,shared_minus_overlapping_pair_trace,-0.0006832639337517321,-0.0016368627548217773,0.0016368627548217773,106.66665649414062,-0.00016696174939473472,-0.0002787187695503235,-0.0013832822442054749
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-03,,shared_minus_overlapping_pair_trace,-0.00014276106958277524,-0.00034683942794799805,0.00034683942794799805,106.66665649414062,-3.393193085988363e-05,-5.738064646720886e-05,-0.00028008967638015747
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-02,,shared_minus_overlapping_pair_trace,-3.1828881219553296e-06,7.152557373046875e-06,7.152557373046875e-06,146.66665649414062,4.478295644124349e-07,-3.46451997756958e-06,3.1813979148864746e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-02,,shared_minus_overlapping_pair_trace,-6.00020086949371e-07,1.4007091522216797e-06,1.4007091522216797e-06,140.0,9.417533874511719e-08,-6.854534149169922e-07,7.152557373046875e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-01,,shared_minus_overlapping_pair_trace,-5.642572773467691e-07,3.933906555175781e-06,3.933906555175781e-06,140.0,3.5564104715983074e-07,-1.0281801223754883e-06,2.6598572731018066e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-01,,shared_minus_overlapping_pair_trace,-9.934107225717526e-08,7.748603820800781e-07,7.748603820800781e-07,133.33331298828125,7.013479868570964e-08,-1.9371509552001953e-07,5.438923835754395e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+00,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+00,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+01,,shared_minus_overlapping_pair_trace,6.278356181610434e-07,-3.933906555175781e-06,3.933906555175781e-06,140.0,-3.4848848978678385e-07,1.0579824447631836e-06,-2.652406692504883e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+01,,shared_minus_overlapping_pair_trace,1.033147185580674e-07,-7.748603820800781e-07,7.748603820800781e-07,133.33331298828125,-7.172425587972007e-08,2.0116567611694336e-07,-5.364418029785156e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+02,,shared_minus_overlapping_pair_trace,3.1828881219553296e-06,-7.152557373046875e-06,7.152557373046875e-06,146.66665649414062,-4.5100847880045577e-07,3.4496188163757324e-06,-3.21120023727417e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+02,,shared_minus_overlapping_pair_trace,5.424022901934222e-07,-1.4901161193847656e-06,1.4901161193847656e-06,146.66665649414062,-1.0232130686442058e-07,6.314367055892944e-07,-7.189810276031494e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+03,,shared_minus_overlapping_pair_trace,0.0006832837825641036,0.0016368627548217773,0.0016368627548217773,106.66665649414062,0.00016696572303771971,0.0002787262201309204,0.001383274793624878
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+03,,shared_minus_overlapping_pair_trace,0.00011931658082176,0.0002872943878173828,0.0002872943878173828,113.33331298828125,3.0040045579274496e-05,5.0319358706474304e-05,0.00024986453354358673
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+04,,shared_minus_overlapping_pair_trace,0.0019830663222819567,0.006046414375305176,0.006046414375305176,113.33331298828125,0.0005545528729756674,0.0005493685603141785,0.004612758755683899
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+04,,shared_minus_overlapping_pair_trace,0.00034524797229096293,0.0010573416948318481,0.0010573416948318481,113.33331298828125,0.00010002295176188152,0.00010004453361034393,0.0008284784853458405
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+05,,shared_minus_overlapping_pair_trace,0.0006827672477811575,0.001634836196899414,0.001634836196899414,106.66665649414062,0.000166852076848348,0.0002785921096801758,0.0013821795582771301
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+05,,shared_minus_overlapping_pair_trace,0.00011521577835083008,0.00028027594089508057,0.00028027594089508057,113.33331298828125,2.9363532861073815e-05,4.907883703708649e-05,0.0002446267753839493
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+06,,shared_minus_overlapping_pair_trace,3.1193096674542176e-06,-7.212162017822266e-06,7.212162017822266e-06,140.0,-4.653135935465495e-07,3.4347176551818848e-06,-3.3080577850341797e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+06,,shared_minus_overlapping_pair_trace,4.877646802015079e-07,-1.519918441772461e-06,1.519918441772461e-06,146.66665649414062,-1.0907649993896485e-07,6.016343832015991e-07,-7.431954145431519e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+07,,shared_minus_overlapping_pair_trace,4.013379282241658e-07,-4.708766937255859e-06,4.708766937255859e-06,140.0,-4.442532857259115e-07,9.909272193908691e-07,-3.3602118492126465e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+07,,shared_minus_overlapping_pair_trace,4.5696893380409165e-08,-9.834766387939453e-07,9.834766387939453e-07,146.66665649414062,-9.268522262573242e-08,1.6577541828155518e-07,-6.724148988723755e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+08,,shared_minus_overlapping_pair_trace,-1.9073486612342094e-07,-2.384185791015625e-06,2.384185791015625e-06,126.66665649414062,-2.47955322265625e-07,1.9371509552001953e-07,-1.944601535797119e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+08,,shared_minus_overlapping_pair_trace,-3.8743017682918435e-08,-4.76837158203125e-07,4.76837158203125e-07,133.33331298828125,-5.016724268595378e-08,3.5390257835388184e-08,-3.725290298461914e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+09,,shared_minus_overlapping_pair_trace,-1.4305115314527939e-07,-8.344650268554688e-07,8.344650268554688e-07,126.66665649414062,-9.020169576009115e-08,0.0,-6.854534149169922e-07
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+09,,shared_minus_overlapping_pair_trace,-3.278255533700758e-08,-1.7881393432617188e-07,1.7881393432617188e-07,146.66665649414062,-1.9570191701253257e-08,-3.725290298461914e-09,-1.30385160446167e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+10,,shared_minus_overlapping_pair_trace,-7.152557657263969e-08,-2.384185791015625e-07,2.384185791015625e-07,73.33331298828125,-2.3444493611653648e-08,-4.470348358154297e-08,-1.4901161193847656e-07
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+10,,shared_minus_overlapping_pair_trace,-1.0927518445669193e-08,-5.960464477539063e-08,5.960464477539063e-08,146.66665649414062,-5.563100179036459e-09,-3.725290298461914e-09,-3.5390257835388184e-08
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+11,,shared_minus_overlapping_pair_trace,0.0,1.1920928955078125e-07,1.1920928955078125e-07,100.0,7.947285970052084e-10,0.0,1.4901161193847656e-08
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+11,,shared_minus_overlapping_pair_trace,0.0,2.9802322387695312e-08,2.9802322387695312e-08,113.33331298828125,-3.973642985026042e-10,0.0,3.725290298461914e-09
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+12,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+12,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,SBC,bright_surround_minus_dark_surround,,shared_minus_overlapping_pair_trace,-0.021758826449513435,-0.05239957571029663,0.05239957571029663,106.66665649414062,-0.005364343325297038,-0.008779726922512054,-0.044427238404750824
67#4,PC_OFF,normal,probability,SBC,bright_surround_minus_dark_surround,,shared_minus_overlapping_pair_trace,-0.004184989258646965,-0.01007169485092163,0.01007169485092163,106.66665649414062,-0.0010296497742335003,-0.0016990788280963898,-0.008523385971784592
67#4,PC_OFF,normal,logit,SBC,control_bright_surround_minus_dark_surround,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,SBC,control_bright_surround_minus_dark_surround,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Hermann,intersection_minus_corridor,,shared_minus_overlapping_pair_trace,-0.010827374644577503,-0.02606034278869629,0.02606034278869629,106.66665649414062,-0.0026754319667816164,-0.004364967346191406,-0.022143177688121796
67#4,PC_OFF,normal,probability,Hermann,intersection_minus_corridor,,shared_minus_overlapping_pair_trace,-0.0017786672106012702,-0.004292532801628113,0.004292532801628113,113.33331298828125,-0.00045786668856938686,-0.0007618702948093414,-0.0037810131907463074
67#4,PC_OFF,normal,logit,Hermann,control_intersection_minus_corridor,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Hermann,control_intersection_minus_corridor,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,White,on_bright_bar_minus_on_dark_bar,,shared_minus_overlapping_pair_trace,0.010895458981394768,0.02625453472137451,0.02625453472137451,106.66665649414062,0.0026885457833607995,0.0043940469622612,0.022267982363700867
67#4,PC_OFF,normal,probability,White,on_bright_bar_minus_on_dark_bar,,shared_minus_overlapping_pair_trace,0.002095989417284727,0.005048424005508423,0.005048424005508423,106.66665649414062,0.0005161799987157186,0.0008503831923007965,0.0042736344039440155
67#4,PC_OFF,normal,logit,White,control_on_bright_bar_minus_on_dark_bar,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,White,control_on_bright_bar_minus_on_dark_bar,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement_A_minus_B,,shared_minus_overlapping_pair_trace,0.010896674357354641,0.026257574558258057,0.026257574558258057,106.66665649414062,0.0026888751983642576,0.00439462810754776,0.022270627319812775
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement_A_minus_B,,shared_minus_overlapping_pair_trace,0.0020962199196219444,0.005048990249633789,0.005048990249633789,106.66665649414062,0.0005162400007247925,0.000850483775138855,0.004274122416973114
67#4,PC_OFF,normal,logit,White,remote_contour_rearrangement_control_A_minus_B,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,White,remote_contour_rearrangement_control_A_minus_B,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement_A_minus_B,,shared_minus_overlapping_pair_trace,-0.010827072896063328,-0.026059746742248535,0.026059746742248535,106.66665649414062,-0.0026753560702006025,-0.004364833235740662,-0.022142603993415833
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement_A_minus_B,,shared_minus_overlapping_pair_trace,-0.0017786045791581273,-0.004292428493499756,0.004292428493499756,113.33331298828125,-0.0004578507939974467,-0.0007618330419063568,-0.003780895844101906
67#4,PC_OFF,normal,logit,Hermann,contour_rearrangement_control_A_minus_B,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Hermann,contour_rearrangement_control_A_minus_B,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,White,remote_contour_rearrangement,False,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,White,remote_contour_rearrangement,False,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,White,remote_contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,White,remote_contour_rearrangement,False,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,White,remote_contour_rearrangement,False,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,White,remote_contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,White,remote_contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,White,remote_contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,White,remote_contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,White,remote_contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,White,remote_contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,White,remote_contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Hermann,contour_rearrangement,False,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Hermann,contour_rearrangement,False,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Hermann,contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Hermann,contour_rearrangement,False,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Hermann,contour_rearrangement,False,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Hermann,contour_rearrangement,False,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Hermann,contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Hermann,contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Hermann,contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Hermann,contour_rearrangement_control,True,diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Hermann,contour_rearrangement_control,True,previous_diagnostic_minus_original,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Hermann,contour_rearrangement_control,True,shared_minus_overlapping_diagnostic_change,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Mach_bands,ramp_minus_matched_uniform_x-12,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Mach_bands,ramp_minus_matched_uniform_x-12,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Mach_bands,ramp_minus_matched_uniform_x-11,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Mach_bands,ramp_minus_matched_uniform_x-11,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Mach_bands,ramp_minus_matched_uniform_x-10,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Mach_bands,ramp_minus_matched_uniform_x-10,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Mach_bands,ramp_minus_matched_uniform_x-09,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Mach_bands,ramp_minus_matched_uniform_x-09,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Mach_bands,ramp_minus_matched_uniform_x-08,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Mach_bands,ramp_minus_matched_uniform_x-08,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Mach_bands,ramp_minus_matched_uniform_x-07,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Mach_bands,ramp_minus_matched_uniform_x-07,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,logit,Mach_bands,ramp_minus_matched_uniform_x-06,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,H1_off,probability,Mach_bands,ramp_minus_matched_uniform_x-06,,shared_minus_overlapping_pair_trace,0.0,0.0,0.0,,0.0,0.0,0.0
