split,cell_id,group,comparator,raw_E,matched_E,low_bins,high_bins,overlap_mass,low_overlap_fraction,high_overlap_fraction,eligible_mean_strata,raw_mean_drive_difference,matched_mean_drive_difference,Q1_event_rate,Q5_event_rate
development,67#33,MC_OFF,CNN,-0.002073872178873698,0.06720572882968162,672,672,98,0.14583333333333334,0.14583333333333334,3,2.969230124982278,0.06834876712354973,0.26339285714285715,0.15178571428571427
development,67#34,PC_ON,LN,0.01091865603173253,0.04788817370623129,672,672,245,0.3645833333333333,0.3645833333333333,3,2.8361915452211783,0.09845650725613306,0.19791666666666666,0.25595238095238093
development,67#34,PC_ON,CNN,-0.031617357240438786,0.00237524688467957,672,672,245,0.3645833333333333,0.3645833333333333,3,2.8361915452211783,0.09845650725613306,0.19791666666666666,0.25595238095238093
development,68#3,MC_OFF,LN,-0.05415875047684958,-0.02951227963195376,672,672,168,0.25,0.25,3,2.6686097852293136,0.15166617243416425,0.3482142857142857,0.23363095238095238
development,68#3,MC_OFF,CNN,-0.07949589133475915,-0.031653608191557825,672,672,168,0.25,0.25,3,2.6686097852293136,0.15166617243416425,0.3482142857142857,0.23363095238095238
development,68#4,PC_ON,LN,0.025959306429730322,0.015652584224649786,576,576,120,0.20833333333333334,0.20833333333333334,3,2.7619264012529223,0.032900387559673304,0.1857638888888889,0.1440972222222222
development,68#4,PC_ON,CNN,0.031019564581314572,0.022101687611783292,576,576,120,0.20833333333333334,0.20833333333333334,3,2.7619264012529223,0.032900387559673304,0.1857638888888889,0.1440972222222222
development,68#7,PC_ON,LN,0.02104064101208123,0.022814539404142277,672,672,84,0.125,0.125,3,2.9104108042107932,0.034736097431815584,0.16666666666666666,0.27827380952380953
development,68#7,PC_ON,CNN,-0.05986255173899995,0.0635891111172128,672,672,84,0.125,0.125,3,2.9104108042107932,0.034736097431815584,0.16666666666666666,0.27827380952380953
development,68#10,MC_ON,LN,0.012351378861948144,0.0008384698236475231,96,96,13,0.13541666666666666,0.13541666666666666,3,2.1503905598360826,0.10112319845808175,0.125,0.3125
development,68#10,MC_ON,CNN,0.026786548255497533,0.22144126360787625,96,96,13,0.13541666666666666,0.13541666666666666,3,2.1503905598360826,0.10112319845808175,0.125,0.3125
development,68#11,PC_OFF,LN,-0.02226886009822828,-0.06911784842095196,672,672,147,0.21875,0.21875,3,2.7534361000475656,0.0008857995619627711,0.20982142857142858,0.0818452380952381
development,68#11,PC_OFF,CNN,0.005060928977879044,-0.03207348321461312,672,672,147,0.21875,0.21875,3,2.7534361000475656,0.0008857995619627711,0.20982142857142858,0.0818452380952381
development,69#3,PC_OFF,LN,0.004920341161272615,0.014948408983553148,672,672,140,0.20833333333333334,0.20833333333333334,3,2.748839149500175,0.14921881647797167,0.3125,0.27529761904761907
development,69#3,PC_OFF,CNN,-0.01025304480799858,-0.032349130465705964,672,672,140,0.20833333333333334,0.20833333333333334,3,2.748839149500175,0.14921881647797167,0.3125,0.27529761904761907
development,69#4,MC_ON,LN,0.07516985378424883,0.09889898433088129,576,576,108,0.1875,0.1875,2,2.896800070822307,0.15222855446576747,0.17881944444444445,0.2621527777777778
development,69#4,MC_ON,CNN,0.014243671686933735,0.10549763475906979,576,576,108,0.1875,0.1875,2,2.896800070822307,0.15222855446576747,0.17881944444444445,0.2621527777777778
development,69#6,MC_OFF,LN,0.01682865132015887,0.029003404317232927,672,672,175,0.2604166666666667,0.2604166666666667,2,3.112735370523763,0.21114569521429288,0.23511904761904762,0.17708333333333334
development,69#6,MC_OFF,CNN,-0.009185493413721605,0.11558093835330965,672,672,175,0.2604166666666667,0.2604166666666667,2,3.112735370523763,0.21114569521429288,0.23511904761904762,0.17708333333333334
development,69#7,MC_ON,LN,-0.00021098571231064137,-0.0163571592121124,672,672,154,0.22916666666666666,0.22916666666666666,2,2.8941052986137943,0.18288299014900317,0.19940476190476192,0.27976190476190477
development,69#7,MC_ON,CNN,-0.046585237494813914,-0.101624198903477,672,672,154,0.22916666666666666,0.22916666666666666,2,2.8941052986137943,0.18288299014900317,0.19940476190476192,0.27976190476190477
development,69#21,PC_OFF,LN,0.0024210315239970434,-0.03586028276379559,576,576,102,0.17708333333333334,0.17708333333333334,2,3.0348163960467596,0.14847134042969523,0.28125,0.17881944444444445
development,69#21,PC_OFF,CNN,-0.0204845743058881,-0.024500521203402376,576,576,102,0.17708333333333334,0.17708333333333334,2,3.0348163960467596,0.14847134042969523,0.28125,0.17881944444444445
development,70#1,PC_ON,LN,0.021208192937586395,0.012008934095161005,576,576,120,0.20833333333333334,0.20833333333333334,3,2.8740933170620337,0.22696533816866815,0.22743055555555555,0.2760416666666667
development,70#1,PC_ON,CNN,0.02061094477870621,-0.007266297366254455,576,576,120,0.20833333333333334,0.20833333333333334,3,2.8740933170620337,0.22696533816866815,0.22743055555555555,0.2760416666666667
development,70#7,PC_ON,LN,0.00509392081344844,0.027849436650718297,672,672,105,0.15625,0.15625,3,2.743027722737073,0.0772377885999759,0.21726190476190477,0.29017857142857145
development,70#7,PC_ON,CNN,-0.03526259324639617,-0.061548295662652866,672,672,105,0.15625,0.15625,3,2.743027722737073,0.0772377885999759,0.21726190476190477,0.29017857142857145
development,70#15,PC_ON,LN,0.012391915111447875,0.007477009908872914,576,576,186,0.3229166666666667,0.3229166666666667,3,2.6772339640568434,0.1320167614206047,0.1840277777777778,0.234375
development,70#15,PC_ON,CNN,-0.01032927262869723,0.022043115600803458,576,576,186,0.3229166666666667,0.3229166666666667,3,2.6772339640568434,0.1320167614206047,0.1840277777777778,0.234375
development,70#34,MC_ON,LN,0.011731560537469578,0.026999130743272006,672,672,126,0.1875,0.1875,2,2.8485136263801856,0.09704759376766771,0.15327380952380953,0.24553571428571427
development,70#34,MC_ON,CNN,-0.08253665692697747,0.08190489904199237,672,672,126,0.1875,0.1875,2,2.8485136263801856,0.09704759376766771,0.15327380952380953,0.24553571428571427
consumed,67#4,PC_OFF,LN,0.020253009358851586,0.019079591504271926,1167,847,142,0.12167952013710369,0.16765053128689492,4,3.154445393364017,0.16816074134954323,0.3341902313624679,0.15938606847697756
consumed,67#4,PC_OFF,CNN,0.023941446929039243,0.048213596423379676,1167,847,142,0.12167952013710369,0.16765053128689492,4,3.154445393364017,0.16816074134954323,0.3341902313624679,0.15938606847697756
consumed,67#6,MC_OFF,LN,0.009061318185814748,4.17807403497528e-07,9450,7084,1183,0.12518518518518518,0.16699604743083005,5,3.321990741002085,0.23848153274901857,0.2866666666666667,0.17843026538678713
consumed,67#6,MC_OFF,CNN,-0.01860842771514369,-0.026727843535080106,9450,7084,1183,0.12518518518518518,0.16699604743083005,5,3.321990741002085,0.23848153274901857,0.2866666666666667,0.17843026538678713
consumed,67#7,MC_ON,LN,0.014323582246239946,0.02323840243003065,7833,6503,742,0.09472743521000894,0.11410118406889128,4,3.488260342645416,0.2065315166831463,0.12230307672666922,0.2964785483622943
consumed,67#7,MC_ON,CNN,-0.0318947208322444,0.040182120815139194,7833,6503,742,0.09472743521000894,0.11410118406889128,4,3.488260342645416,0.2065315166831463,0.12230307672666922,0.2964785483622943
consumed,67#14,PC_ON,LN,0.01651961759894633,0.007211588544968146,8232,6531,1092,0.1326530612244898,0.16720257234726688,4,3.3027987047706278,0.16567817099539678,0.10714285714285714,0.36242535599448783
consumed,67#14,PC_ON,CNN,-0.04205726618453121,0.024651559336105546,8232,6531,1092,0.1326530612244898,0.16720257234726688,4,3.3027987047706278,0.16567817099539678,0.10714285714285714,0.36242535599448783
consumed,67#21,PC_ON,LN,0.0025682743682646056,0.013480273264935384,8624,6748,1190,0.137987012987013,0.17634854771784234,5,3.309047148505049,0.10432765057738433,0.06528293135435993,0.1959098992294013
consumed,67#21,PC_ON,CNN,-0.022482328579618998,-0.005596426980019543,8624,6748,1190,0.137987012987013,0.17634854771784234,5,3.309047148505049,0.10432765057738433,0.06528293135435993,0.1959098992294013
consumed,67#26,PC_ON,LN,-0.004452605517253713,0.008774987545025214,8057,6993,1029,0.12771503040834056,0.14714714714714713,4,3.308051510189748,0.1277549559113171,0.17661660667742335,0.37494637494637495
consumed,67#26,PC_ON,CNN,-0.043890120790845075,-0.02202984107997947,8057,6993,1029,0.12771503040834056,0.14714714714714713,4,3.308051510189748,0.1277549559113171,0.17661660667742335,0.37494637494637495
consumed,67#33,MC_OFF,LN,0.0069485452351741184,0.0060529980239505165,8253,6930,819,0.09923664122137404,0.11818181818181818,5,3.3289436328983824,0.2721266905901992,0.31285593117654187,0.13391053391053392
consumed,67#33,MC_OFF,CNN,-0.009295704529795522,0.014302617928872309,8253,6930,819,0.09923664122137404,0.11818181818181818,5,3.3289436328983824,0.2721266905901992,0.31285593117654187,0.13391053391053392
consumed,67#34,PC_ON,LN,-0.02046590212778822,-0.014101058255003567,9408,6125,1127,0.11979166666666667,0.184,4,3.2697403955710147,0.1928999162056096,0.10788690476190477,0.31265306122448977
consumed,67#34,PC_ON,CNN,-0.0202106738811916,0.004357656466126843,9408,6125,1127,0.11979166666666667,0.184,4,3.2697403955710147,0.1928999162056096,0.10788690476190477,0.31265306122448977
consumed,68#3,MC_OFF,LN,0.003857324839616495,-0.0018721858186915136,9247,6839,1064,0.11506434519303559,0.1555783009211873,4,3.319231849078043,0.2613932481703607,0.3956959013734184,0.21830676999561338
consumed,68#3,MC_OFF,CNN,-0.01168552615248716,0.0007629373097241161,9247,6839,1064,0.11506434519303559,0.1555783009211873,4,3.319231849078043,0.2613932481703607,0.3956959013734184,0.21830676999561338
consumed,68#4,PC_ON,LN,0.005672870472081024,0.012465633026745308,8232,5616,1134,0.1377551020408163,0.20192307692307693,4,3.26839643876298,0.34991087200098586,0.23675898931000972,0.13995726495726496
consumed,68#4,PC_ON,CNN,-0.0021815882181654006,0.0001331308389472671,8232,5616,1134,0.1377551020408163,0.20192307692307693,4,3.26839643876298,0.34991087200098586,0.23675898931000972,0.13995726495726496
consumed,68#7,PC_ON,LN,-0.011769508498130484,0.00032358647804654164,9121,6447,1134,0.12432847275518036,0.1758957654723127,4,3.299717721946676,0.365191997882215,0.11884661769542813,0.3488444237629905
consumed,68#7,PC_ON,CNN,-0.03316234943099057,-0.010681854203083666,9121,6447,1134,0.12432847275518036,0.1758957654723127,4,3.299717721946676,0.365191997882215,0.11884661769542813,0.3488444237629905
consumed,68#10,MC_ON,LN,0.01592794338703362,-0.01514391965155492,1290,1026,190,0.14728682170542637,0.18518518518518517,5,2.91738341948318,0.272113680281532,0.12403100775193798,0.3216374269005848
consumed,68#10,MC_ON,CNN,-0.052692253425450045,-0.08433351478123696,1290,1026,190,0.14728682170542637,0.18518518518518517,5,2.91738341948318,0.272113680281532,0.12403100775193798,0.3216374269005848
consumed,68#11,PC_OFF,LN,0.007047665586158206,0.012899846838303525,8995,6923,1365,0.1517509727626459,0.19716885743174925,4,3.1906987072677864,0.2219425931289997,0.29138410227904393,0.09908998988877654
consumed,68#11,PC_OFF,CNN,0.013196001003658454,0.012621291426249289,8995,6923,1365,0.1517509727626459,0.19716885743174925,4,3.1906987072677864,0.2219425931289997,0.29138410227904393,0.09908998988877654
consumed,69#3,PC_OFF,LN,0.0025560575520003556,0.007294020552876007,8085,6580,1057,0.13073593073593073,0.16063829787234044,5,3.279452151297776,0.13567420196384977,0.40667903525046384,0.2560790273556231
consumed,69#3,PC_OFF,CNN,-0.005886539082196215,0.01094336541805792,8085,6580,1057,0.13073593073593073,0.16063829787234044,5,3.279452151297776,0.13567420196384977,0.40667903525046384,0.2560790273556231
consumed,69#4,MC_ON,LN,-0.027641332343477407,0.005854486285773215,6648,5760,618,0.09296028880866426,0.10729166666666666,4,3.46555943276685,0.17668489350641015,0.12409747292418773,0.2765625
consumed,69#4,MC_ON,CNN,-0.034352186177207825,0.010649265510831427,6648,5760,618,0.09296028880866426,0.10729166666666666,4,3.46555943276685,0.17668489350641015,0.12409747292418773,0.2765625
consumed,69#6,MC_OFF,LN,0.0005846376155008749,-0.013820989957232622,8624,6475,749,0.08685064935064934,0.11567567567567567,4,3.297689712269655,0.19230801167289116,0.2672773654916512,0.2091119691119691
consumed,69#6,MC_OFF,CNN,-0.04641486658397027,0.05251546133445236,8624,6475,749,0.08685064935064934,0.11567567567567567,4,3.297689712269655,0.19230801167289116,0.2672773654916512,0.2091119691119691
consumed,69#7,MC_ON,LN,0.0290778295184853,0.024285893958034484,7791,6342,686,0.0880503144654088,0.10816777041942605,4,3.423700475835398,0.13239473770765026,0.1406751379797202,0.272153894670451
consumed,69#7,MC_ON,CNN,-0.03587879515667931,-0.06880378231832283,7791,6342,686,0.0880503144654088,0.10816777041942605,4,3.423700475835398,0.13239473770765026,0.1406751379797202,0.272153894670451
consumed,69#21,PC_OFF,LN,0.011343593858412899,0.008205679094248871,7218,5448,1062,0.14713216957605985,0.1949339207048458,4,3.014155436812755,0.14741931145720052,0.31019673039623163,0.197136563876652
consumed,69#21,PC_OFF,CNN,-0.008406113293349837,-0.002156449644659287,7218,5448,1062,0.14713216957605985,0.1949339207048458,4,3.014155436812755,0.14741931145720052,0.31019673039623163,0.197136563876652
consumed,70#1,PC_ON,LN,-0.011880149708564387,-0.0068290085645992815,8082,3984,732,0.09057164068299926,0.18373493975903615,4,3.3352190733015235,0.13279138571634724,0.16245978718139076,0.25301204819277107
consumed,70#1,PC_ON,CNN,-0.051719094539915224,-0.017317261101994202,8082,3984,732,0.09057164068299926,0.18373493975903615,4,3.3352190733015235,0.13279138571634724,0.16245978718139076,0.25301204819277107
consumed,70#7,PC_ON,LN,0.008829476932926489,-0.0009099995665103626,8673,6594,1127,0.12994350282485875,0.17091295116772823,5,3.371574371967886,0.22167666092063962,0.16118989968868905,0.3299969669396421
consumed,70#7,PC_ON,CNN,0.03222443474518638,0.003923065175693761,8673,6594,1127,0.12994350282485875,0.17091295116772823,5,3.371574371967886,0.22167666092063962,0.16118989968868905,0.3299969669396421
consumed,70#15,PC_ON,LN,-0.003414678585975034,-0.017088527715990964,8580,5442,1110,0.12937062937062938,0.2039691289966924,5,3.2393791523534152,0.23933902673484891,0.11818181818181818,0.24292539507533994
consumed,70#15,PC_ON,CNN,-0.012895495139437663,-0.005080674620436194,8580,5442,1110,0.12937062937062938,0.2039691289966924,5,3.2393791523534152,0.23933902673484891,0.11818181818181818,0.24292539507533994
consumed,70#34,MC_ON,LN,-0.0037980236685326973,-0.00089088052866618,8855,7056,1036,0.11699604743083004,0.14682539682539683,4,3.268467320591336,0.2971018951929221,0.11485036702428007,0.27721088435374147
consumed,70#34,MC_ON,CNN,-0.09878625081863228,-0.046708203729448096,8855,7056,1036,0.11699604743083004,0.14682539682539683,4,3.268467320591336,0.2971018951929221,0.11485036702428007,0.27721088435374147
